payment_id,date_id,loan_id,customer_id,payment_amount,payment_status
627,142,16382,1918,480.65,Pending
628,21,10381,22734,172.91,Pending
629,1,10390,28153,500.54,Paid
630,267,29043,19311,722.42,Pending
631,145,9493,21608,675.16,Pending
632,338,8345,9779,233.65,Paid
633,152,15943,10053,696.19,Pending
634,68,27464,27546,245.52,Pending
635,72,14690,107,624.66,Pending
636,45,19627,20761,307.22,Pending
637,183,23233,6143,493.25,Pending
638,313,6395,7480,774.35,Pending
639,295,8877,14451,435.15,Paid
640,275,25869,28171,730.9,Pending
641,155,27276,24746,968.13,Pending
642,122,25835,21646,658.36,Pending
643,161,25060,10,392.76,Pending
644,23,12915,16490,220.38,Paid
645,14,14819,27138,681.78,Pending
646,117,5773,18175,849.4,Paid
647,136,14591,26045,336.79,Paid
648,37,29177,23898,779.76,Pending
649,307,9545,23364,879.56,Pending
650,358,29241,1453,920.54,Pending
651,273,926,17378,394.19,Paid
652,311,16637,2340,840.37,Pending
653,308,16147,4410,868.57,Pending
654,117,13409,26566,256.7,Paid
655,328,16948,8890,747.73,Pending
656,107,11025,29035,708.05,Pending
657,209,8240,2958,633.48,Pending
658,343,9323,13979,480.73,Paid
659,335,2884,24003,293.49,Pending
660,224,14754,16054,594.97,Pending
661,10,23991,9522,497.65,Pending
662,273,5266,18346,582.09,Paid
663,153,2951,7744,350.48,Pending
664,92,18133,2469,823.55,Pending
665,66,18649,26362,218.19,Paid
666,215,266,7444,317.76,Pending
667,283,5683,29308,263.13,Paid
668,273,20521,1756,277.5,Pending
669,107,12646,19074,767.21,Pending
670,118,28367,28860,194.44,Paid
671,50,17854,14639,291.1,Paid
672,320,22530,7114,819.21,Paid
673,275,28880,24340,665.78,Paid
674,210,22830,25018,790.49,Paid
675,229,14259,10976,217.35,Pending
676,277,20908,14674,360.79,Pending
677,241,26103,17158,832.38,Paid
678,258,18959,23569,129.06,Pending
679,31,4133,9633,133.12,Paid
680,207,21395,12114,506.9,Paid
681,246,20569,13095,474.59,Pending
682,275,9447,2050,406.42,Paid
683,58,11851,5411,193.56,Paid
684,46,18206,24865,408.34,Pending
685,88,13862,14559,941.29,Pending
686,283,17418,10921,322.46,Paid
687,27,16129,25233,215.62,Paid
688,152,27655,3314,725.36,Pending
689,365,6114,23165,737.96,Pending
690,171,12393,14595,822.69,Paid
691,189,25589,19112,267.26,Paid
692,48,3698,1216,891.38,Pending
693,175,23460,17419,379.07,Paid
694,312,28339,28538,301.52,Pending
695,154,23982,8661,591.82,Paid
696,259,13949,13103,456.22,Paid
697,342,27833,27596,300.33,Pending
698,341,1151,4691,135.45,Pending
699,279,27590,10940,774.44,Pending
700,308,12748,11313,147.92,Pending
701,236,12615,3728,995.71,Paid
702,161,14308,1495,651.02,Paid
703,14,19347,12192,636.94,Pending
704,290,28950,29116,261.79,Paid
705,181,13052,21583,816.54,Pending
706,239,1238,18896,296.27,Paid
707,64,19985,7099,667.6,Pending
708,329,4404,23244,736.76,Pending
709,75,27663,2243,796.2,Paid
710,67,19764,27733,200.5,Pending
711,161,20025,9389,844.47,Paid
712,342,26890,20736,197.26,Pending
713,360,23448,29143,352.65,Pending
714,334,26912,19664,186.49,Paid
715,16,1113,14763,853.76,Paid
716,281,28817,1413,798.5,Pending
717,84,15303,22558,619.14,Paid
718,4,26399,18246,227.8,Pending
719,78,17406,13716,293.59,Paid
720,31,11080,11904,625.53,Paid
721,157,21333,13316,406.5,Paid
722,181,29915,22757,693.42,Pending
723,343,8868,10988,408.09,Paid
724,114,2719,24524,356.3,Paid
725,314,12288,6351,690.05,Paid
726,286,799,6752,582.25,Pending
727,157,4669,20366,484.66,Paid
728,234,12901,143,893.23,Paid
729,134,1852,22347,472.38,Pending
730,252,15554,6757,785.73,Paid
731,52,23431,21954,591.47,Paid
732,83,3420,6262,517.13,Pending
733,294,27106,26151,735.79,Pending
734,364,11656,12900,731.39,Pending
735,8,29496,27782,888.56,Pending
736,220,16863,19328,900.71,Paid
737,239,15598,15231,679.73,Paid
738,313,146,5312,692.43,Paid
739,152,14091,26227,884.08,Paid
740,46,28579,20560,726.56,Paid
741,287,18948,15599,922.68,Paid
742,145,11409,24175,986.33,Paid
743,152,13601,10046,137.54,Paid
744,147,12317,28641,522.16,Pending
745,129,23260,24817,646.04,Pending
746,234,24856,9974,792.42,Paid
747,355,29834,5082,966.54,Paid
748,239,29377,5901,692.08,Paid
749,320,28441,26945,658.3,Paid
750,121,26439,27930,827.26,Pending
751,104,13080,26659,692.46,Pending
752,130,24384,24314,974.29,Pending
753,81,18921,18050,727.82,Pending
754,162,14731,3664,813.81,Pending
755,42,17194,20740,313.25,Paid
756,191,19286,21707,877.93,Paid
757,335,21625,3913,920.73,Pending
758,189,23653,5761,105.2,Paid
759,265,21980,15247,985.45,Paid
760,32,17481,24382,556.44,Paid
761,112,18834,3895,202.79,Paid
762,45,6684,28050,729.89,Pending
763,316,13450,16600,382.9,Paid
764,220,26919,28723,138.77,Paid
765,161,4260,9233,463.38,Pending
766,360,6353,12058,146.88,Paid
767,292,21442,26869,287.75,Pending
768,274,20714,24817,858.43,Paid
769,172,3939,7539,410.62,Pending
770,92,24156,14606,862.6,Pending
771,279,26400,25868,747.02,Pending
772,246,26477,26469,683.88,Pending
773,311,19795,22976,335.12,Pending
774,169,8823,28024,600.79,Paid
775,287,29311,24170,403.79,Paid
776,27,4570,5384,306.98,Paid
777,250,3386,13682,818.41,Paid
